ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_GETTITO;DESCRIZIONE_GETTITO;IMPORTO_CORSI_PREACCADEMICI;IMPORTO_CORSI_SUP_VO;IMPORTO_CORSI_ACCADEMICI_NO;IMPORTO_CORSI_ACCADEMICI_NO_POST
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;01a;Tasse e contributi per iscrizione e frequenza;-1;-1;-1;-1
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;02a;Tasse per esami di ammissione ed esami finali;-1;-1;-1;-1
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;03a;Tassa regionale per il DSU versata all'Istituto;-1;-1;-1;-1
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;-1;-1;-1;-1
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;04 ;Diritti di segreteria;-1;-1;-1;-1
2024-2025;063803063049;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di NAPOLI;NAPOLI;05 ;Altro da studenti non costituenti gettito;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;01a;Tasse e contributi per iscrizione e frequenza;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;02a;Tasse per esami di ammissione ed esami finali;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;03a;Tassa regionale per il DSU versata all'Istituto;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;04 ;Diritti di segreteria;-1;-1;-1;-1
2024-2025;063804015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia della Moda di MILANO (sede decentrata dell'Accademia della Moda di NAPOLI);MILANO;05 ;Altro da studenti non costituenti gettito;-1;-1;-1;-1
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;01a;Tasse e contributi per iscrizione e frequenza;0;0;278400;0
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;8120;0
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;077802077014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto del Design (IFOR s.r.l.) di MATERA;MATERA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);01a;Tasse e contributi per iscrizione e frequenza;0;120700;211100;120700
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);02a;Tasse per esami di ammissione ed esami finali;0;0;2480;0
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;7756,5;0
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);04 ;Diritti di segreteria;0;0;0;0
2024-2025;087805087045;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Accademia ABADIR di Sant'Agata Li Battiati;S.AGATA LI BATTIATI (CT);05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;01a;Tasse e contributi per iscrizione e frequenza;0;0;1500722;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;58520;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;04 ;Diritti di segreteria;0;0;0;0
2024-2025;099802099014;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Libera Accademia di Belle Arti di RIMINI;RIMINI;05 ;Altro da studenti non costituenti gettito;0;0;0;0
