ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_GETTITO;DESCRIZIONE_GETTITO;IMPORTO_CORSI_PREACCADEMICI;IMPORTO_CORSI_SUP_VO;IMPORTO_CORSI_ACCADEMICI_NO;IMPORTO_CORSI_ACCADEMICI_NO_POST
2024-2025;040409040007;Conservatori di Musica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;37940;0
2024-2025;040409040007;Conservatori di Musica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;04 ;Diritti di segreteria;0;0;280;0
2024-2025;040409040007;Conservatori di Musica;B. Maderna – G. Lettimi;CESENA (FC) e RIMINI;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);01a;Tasse e contributi per iscrizione e frequenza;38300;222850;258737;222850
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);02a;Tasse per esami di ammissione ed esami finali;2162;17400;22708;17400
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);03a;Tassa regionale per il DSU versata all'Istituto;3500;340;45720;280
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);04 ;Diritti di segreteria;0;0;16867;0
2024-2025;041402041044;Conservatori di Musica;Gioacchino Rossini;PESARO (PU);05 ;Altro da studenti non costituenti gettito;0;0;13214;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;01a;Tasse e contributi per iscrizione e frequenza;65197;0;167392,85;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;02a;Tasse per esami di ammissione ed esami finali;0;0;9100;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;30660;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;04 ;Diritti di segreteria;1500;0;4720;0
2024-2025;044401044019;Conservatori di Musica;Giovambattista Pergolesi;FERMO;05 ;Altro da studenti non costituenti gettito;1092;0;6626;0
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;01a;Tasse e contributi per iscrizione e frequenza;44152;34600;166840;34600
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;02a;Tasse per esami di ammissione ed esami finali;3780;0;7200;0
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;04 ;Diritti di segreteria;0;0;1695;0
2024-2025;046401046017;Conservatori di Musica;Luigi Boccherini;LUCCA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;6560;0;866250;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;60410;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;84000;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;04 ;Diritti di segreteria;100;0;10300;0
2024-2025;048402048017;Conservatori di Musica;Luigi Cherubini;FIRENZE;05 ;Altro da studenti non costituenti gettito;216,5;0;13952,5;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;01a;Tasse e contributi per iscrizione e frequenza;0;64536;128522;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;02a;Tasse per esami di ammissione ed esami finali;0;1920;8930;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;22400;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;049401049009;Conservatori di Musica;Pietro Mascagni;LIVORNO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;01a;Tasse e contributi per iscrizione e frequenza;0;16356,25;135747;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;02a;Tasse per esami di ammissione ed esami finali;100;16620;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;72;14208;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;052401052032;Conservatori di Musica;R. Franci;SIENA;05 ;Altro da studenti non costituenti gettito;0;150;9244;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;01a;Tasse e contributi per iscrizione e frequenza;85008,8;0;293371,2;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;02a;Tasse per esami di ammissione ed esami finali;3895,52;0;21297,48;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;44940;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;04 ;Diritti di segreteria;840;0;8300;0
2024-2025;054401054039;Conservatori di Musica;Francesco Morlacchi;PERUGIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;01a;Tasse e contributi per iscrizione e frequenza;26745,3;0;122043,5;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;02a;Tasse per esami di ammissione ed esami finali;1560;800;2800;800
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;03a;Tassa regionale per il DSU versata all'Istituto;0;1260;22120;1260
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;04 ;Diritti di segreteria;0;750;2200;0
2024-2025;055401055032;Conservatori di Musica;Giulio Briccialdi;TERNI;05 ;Altro da studenti non costituenti gettito;214;220;0;220
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;01a;Tasse e contributi per iscrizione e frequenza;200300;51174;1413032,15;51174
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;02a;Tasse per esami di ammissione ed esami finali;3250;3350;46400;3350
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;136220;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;04 ;Diritti di segreteria;900;0;23101;0
2024-2025;058404058091;Conservatori di Musica;Santa Cecilia;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;01a;Tasse e contributi per iscrizione e frequenza;86260;0;199178;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;02a;Tasse per esami di ammissione ed esami finali;3250;0;8150;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;32368;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;059401059011;Conservatori di Musica;Ottorino Respighi;LATINA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;01a;Tasse e contributi per iscrizione e frequenza;52164,43;0;382999,89;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;02a;Tasse per esami di ammissione ed esami finali;2397,64;0;11426,12;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;74340;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;04 ;Diritti di segreteria;1400;0;9100;0
2024-2025;060402060038;Conservatori di Musica;Licinio Refice;FROSINONE;05 ;Altro da studenti non costituenti gettito;1664;0;8608;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;01a;Tasse e contributi per iscrizione e frequenza;24750;0;681822,07;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;02a;Tasse per esami di ammissione ed esami finali;2000;0;29600;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;98726,25;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;062401062008;Conservatori di Musica;Nicola Sala;BENEVENTO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;01a;Tasse e contributi per iscrizione e frequenza;0;901;622554,1;900
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;02a;Tasse per esami di ammissione ed esami finali;0;0;45318,94;0
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;108166,62;0
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;04 ;Diritti di segreteria;0;0;750;0
2024-2025;063402063049;Conservatori di Musica;S. Pietro a Majella;NAPOLI;05 ;Altro da studenti non costituenti gettito;0;0;8366,67;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;01a;Tasse e contributi per iscrizione e frequenza;71006,45;309156;519560,47;309156
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;02a;Tasse per esami di ammissione ed esami finali;490;0;2450;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;1737;0;105684,5;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;04 ;Diritti di segreteria;2950;0;22070;0
2024-2025;064401064008;Conservatori di Musica;Domenico Cimarosa;AVELLINO;05 ;Altro da studenti non costituenti gettito;3197;105;17273;105
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;01a;Tasse e contributi per iscrizione e frequenza;0;0;678252,39;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;02a;Tasse per esami di ammissione ed esami finali;0;0;36511,76;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;124124,85;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;065401065116;Conservatori di Musica;Giuseppe Martucci;SALERNO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;01a;Tasse e contributi per iscrizione e frequenza;76137,22;19500;381138,04;19500
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;02a;Tasse per esami di ammissione ed esami finali;2905,32;2952,68;16282;2952,68
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;54321;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;04 ;Diritti di segreteria;7793,8;0;4919,2;0
2024-2025;066402066049;Conservatori di Musica;Alfredo Casella;L'AQUILA;05 ;Altro da studenti non costituenti gettito;1171,5;294;6976;294
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;01a;Tasse e contributi per iscrizione e frequenza;52322,5;0;128915,1;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;02a;Tasse per esami di ammissione ed esami finali;1280;0;3825,72;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;840;26320;840
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;04 ;Diritti di segreteria;240;0;7509,68;0
2024-2025;067401067041;Conservatori di Musica;Gaetano Braga;TERAMO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;01a;Tasse e contributi per iscrizione e frequenza;121473,56;0;283903,85;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;02a;Tasse per esami di ammissione ed esami finali;573,8;2267,46;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;64260;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;04 ;Diritti di segreteria;1350,26;0;6280;0
2024-2025;068401068028;Conservatori di Musica;Luisa D’Annunzio;PESCARA;05 ;Altro da studenti non costituenti gettito;3460;0;20582;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;01a;Tasse e contributi per iscrizione e frequenza;62139,84;0;169197,44;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;02a;Tasse per esami di ammissione ed esami finali;3023,89;0;3697,82;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;36416;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;04 ;Diritti di segreteria;490;0;1444;0
2024-2025;070401070006;Conservatori di Musica;Lorenzo Perosi;CAMPOBASSO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);01a;Tasse e contributi per iscrizione e frequenza;57763,91;0;87684,7;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);02a;Tasse per esami di ammissione ed esami finali;2679,86;0;1932,3;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;22273;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);04 ;Diritti di segreteria;370;0;1710;0
2024-2025;071402071043;Conservatori di Musica;Umberto Giordano (sezione staccata);FOGGIA - RODI GARGANICO (FG);05 ;Altro da studenti non costituenti gettito;1050;0;5763;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;01a;Tasse e contributi per iscrizione e frequenza;76328,54;0;194625,27;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;02a;Tasse per esami di ammissione ed esami finali;3488,76;0;4030,44;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;50887;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;04 ;Diritti di segreteria;830;0;3610;0
2024-2025;071403071024;Conservatori di Musica;Umberto Giordano;FOGGIA;05 ;Altro da studenti non costituenti gettito;1687;0;8259;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;01a;Tasse e contributi per iscrizione e frequenza;118694;2843;470446;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;02a;Tasse per esami di ammissione ed esami finali;3291;150;16251;150
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;286;78653;286
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;04 ;Diritti di segreteria;4300;6500;6302;0
2024-2025;072402072006;Conservatori di Musica;Niccolò Piccinni;BARI;05 ;Altro da studenti non costituenti gettito;4172;192;24404;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);01a;Tasse e contributi per iscrizione e frequenza;131499,99;0;194767,76;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);02a;Tasse per esami di ammissione ed esami finali;3125;0;13191,04;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;59324,05;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);04 ;Diritti di segreteria;3560;0;4260;0
2024-2025;072403072030;Conservatori di Musica;Nino Rota;MONOPOLI (BA);05 ;Altro da studenti non costituenti gettito;5266,6;0;8475,6;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;01a;Tasse e contributi per iscrizione e frequenza;16542;0;118876;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;02a;Tasse per esami di ammissione ed esami finali;3150;0;4800;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;18269;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;04 ;Diritti di segreteria;100;0;350;0
2024-2025;073401073027;Conservatori di Musica;Giovanni Paisiello;TARANTO;05 ;Altro da studenti non costituenti gettito;1231;0;1365;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;01a;Tasse e contributi per iscrizione e frequenza;22644,5;0;214138,5;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;02a;Tasse per esami di ammissione ed esami finali;8805;0;4035;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;56036;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;04 ;Diritti di segreteria;945;0;3750;0
2024-2025;075402075035;Conservatori di Musica;Tito Schipa;LECCE;05 ;Altro da studenti non costituenti gettito;800;0;8274;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);01a;Tasse e contributi per iscrizione e frequenza;15535,4;0;27423,98;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);02a;Tasse per esami di ammissione ed esami finali;150;0;880,84;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;8025;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);04 ;Diritti di segreteria;0;0;105;0
2024-2025;075403074003;Conservatori di Musica;Tito Schipa (sezione staccata);LECCE - CEGLIE MESSAPICA (BR);05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;01a;Tasse e contributi per iscrizione e frequenza;0;0;335956;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;02a;Tasse per esami di ammissione ed esami finali;0;0;9482;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;25000;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;04 ;Diritti di segreteria;0;0;2300;0
2024-2025;076401076063;Conservatori di Musica;Gesualdo da Venosa;POTENZA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;01a;Tasse e contributi per iscrizione e frequenza;79565,8;0;224617,37;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;04 ;Diritti di segreteria;0;0;660;0
2024-2025;077401077014;Conservatori di Musica;Egidio R. Duni;MATERA;05 ;Altro da studenti non costituenti gettito;0;0;5616;0
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;01a;Tasse e contributi per iscrizione e frequenza;141237,59;0;232020,34;0
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;02a;Tasse per esami di ammissione ed esami finali;5917,48;2117,44;15457,06;2117,44
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;1410;42260;1410
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;04 ;Diritti di segreteria;1400;0;1050;0
2024-2025;078401078045;Conservatori di Musica;Stanislao Giacomantonio;COSENZA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);01a;Tasse e contributi per iscrizione e frequenza;98864;0;546854,17;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);02a;Tasse per esami di ammissione ed esami finali;7575;0;24807,96;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);04 ;Diritti di segreteria;32700;0;5170;0
2024-2025;079402079087;Conservatori di Musica;P.I. Tchaikovsky;NOCERA TERINESE (CZ);05 ;Altro da studenti non costituenti gettito;4000;0;5200;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;01a;Tasse e contributi per iscrizione e frequenza;123923;0;132902;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;02a;Tasse per esami di ammissione ed esami finali;9547;0;12404;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;20910;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;04 ;Diritti di segreteria;5759;0;8716;0
2024-2025;080402080063;Conservatori di Musica;Francesco Cilea;REGGIO CALABRIA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;081401081021;Conservatori di Musica;Antonio Scontrino;TRAPANI;01a;Tasse e contributi per iscrizione e frequenza;88395,69;0;89684,81;0
