freq,territorio,ind_type,measure,ordinescol,gest_scuola,time_period,obs_value,year
A,ITD57,FOR_ST_F,9,2,1,2012,1090.0,2012
A,ITD57,FOR_ST_F,9,2,1,2013,1171.0,2013
A,ITD57,FOR_ST_F,9,2,1,2014,1236.0,2014
A,ITD57,FOR_ST_F,9,2,1A,2010,997.0,2010
A,ITD57,FOR_ST_F,9,2,1A,2011,1031.0,2011
A,ITD57,FOR_ST_F,9,2,1A,2012,1090.0,2012
A,ITD57,FOR_ST_F,9,2,1A,2013,1171.0,2013
A,ITD57,FOR_ST_F,9,2,1A,2014,1236.0,2014
A,ITD57,FOR_ST_F,9,2,2,2010,24.0,2010
A,ITD57,FOR_ST_F,9,2,2,2011,16.0,2011
A,ITD57,FOR_ST_F,9,2,2,2012,20.0,2012
A,ITD57,FOR_ST_F,9,2,2,2013,19.0,2013
A,ITD57,FOR_ST_F,9,2,2,2014,19.0,2014
A,ITD57,FOR_ST_F,9,2,9,2010,1021.0,2010
A,ITD57,FOR_ST_F,9,2,9,2011,1047.0,2011
A,ITD57,FOR_ST_F,9,2,9,2012,1110.0,2012
A,ITD57,FOR_ST_F,9,2,9,2013,1190.0,2013
A,ITD57,FOR_ST_F,9,2,9,2014,1255.0,2014
A,ITD58,SCH,9,2,1,2010,95.0,2010
A,ITD58,SCH,9,2,1,2011,95.0,2011
A,ITD58,SCH,9,2,1,2012,95.0,2012
A,ITD58,SCH,9,2,1,2013,95.0,2013
A,ITD58,SCH,9,2,1,2014,95.0,2014
A,ITD58,SCH,9,2,1A,2010,95.0,2010
A,ITD58,SCH,9,2,1A,2011,95.0,2011
A,ITD58,SCH,9,2,1A,2012,95.0,2012
A,ITD58,SCH,9,2,1A,2013,95.0,2013
A,ITD58,SCH,9,2,1A,2014,95.0,2014
A,ITD58,SCH,9,2,2,2010,5.0,2010
A,ITD58,SCH,9,2,2,2011,5.0,2011
A,ITD58,SCH,9,2,2,2012,5.0,2012
A,ITD58,SCH,9,2,2,2013,5.0,2013
A,ITD58,SCH,9,2,2,2014,5.0,2014
A,ITD58,SCH,9,2,9,2010,100.0,2010
A,ITD58,SCH,9,2,9,2011,100.0,2011
A,ITD58,SCH,9,2,9,2012,100.0,2012
A,ITD58,SCH,9,2,9,2013,100.0,2013
A,ITD58,SCH,9,2,9,2014,100.0,2014
A,ITD58,CLSS,9,2,1,2010,838.0,2010
A,ITD58,CLSS,9,2,1,2011,849.0,2011
A,ITD58,CLSS,9,2,1,2012,856.0,2012
A,ITD58,CLSS,9,2,1,2013,859.0,2013
A,ITD58,CLSS,9,2,1,2014,864.0,2014
A,ITD58,CLSS,9,2,1A,2010,838.0,2010
A,ITD58,CLSS,9,2,1A,2011,849.0,2011
A,ITD58,CLSS,9,2,1A,2012,856.0,2012
A,ITD58,CLSS,9,2,1A,2013,859.0,2013
A,ITD58,CLSS,9,2,1A,2014,864.0,2014
A,ITD58,CLSS,9,2,2,2010,42.0,2010
A,ITD58,CLSS,9,2,2,2011,43.0,2011
A,ITD58,CLSS,9,2,2,2012,43.0,2012
A,ITD58,CLSS,9,2,2,2013,42.0,2013
A,ITD58,CLSS,9,2,2,2014,40.0,2014
A,ITD58,CLSS,9,2,9,2010,880.0,2010
A,ITD58,CLSS,9,2,9,2011,892.0,2011
A,ITD58,CLSS,9,2,9,2012,899.0,2012
A,ITD58,CLSS,9,2,9,2013,901.0,2013
A,ITD58,CLSS,9,2,9,2014,904.0,2014
A,ITD58,ENR,9,2,1,2010,16374.0,2010
A,ITD58,ENR,9,2,1,2011,16700.0,2011
A,ITD58,ENR,9,2,1,2012,16830.0,2012
A,ITD58,ENR,9,2,1,2013,17053.0,2013
A,ITD58,ENR,9,2,1,2014,17226.0,2014
A,ITD58,ENR,9,2,1A,2010,16374.0,2010
A,ITD58,ENR,9,2,1A,2011,16700.0,2011
A,ITD58,ENR,9,2,1A,2012,16830.0,2012
A,ITD58,ENR,9,2,1A,2013,17053.0,2013
A,ITD58,ENR,9,2,1A,2014,17226.0,2014
A,ITD58,ENR,9,2,2,2010,811.0,2010
A,ITD58,ENR,9,2,2,2011,826.0,2011
A,ITD58,ENR,9,2,2,2012,847.0,2012
A,ITD58,ENR,9,2,2,2013,828.0,2013
A,ITD58,ENR,9,2,2,2014,794.0,2014
A,ITD58,ENR,9,2,9,2010,17185.0,2010
A,ITD58,ENR,9,2,9,2011,17526.0,2011
A,ITD58,ENR,9,2,9,2012,17677.0,2012
A,ITD58,ENR,9,2,9,2013,17881.0,2013
A,ITD58,ENR,9,2,9,2014,18020.0,2014
A,ITD58,ENR_F,9,2,1,2010,7835.0,2010
A,ITD58,ENR_F,9,2,1,2011,7987.0,2011
A,ITD58,ENR_F,9,2,1,2012,8089.0,2012
A,ITD58,ENR_F,9,2,1,2013,8310.0,2013
A,ITD58,ENR_F,9,2,1,2014,8418.0,2014
A,ITD58,ENR_F,9,2,1A,2010,7835.0,2010
A,ITD58,ENR_F,9,2,1A,2011,7987.0,2011
A,ITD58,ENR_F,9,2,1A,2012,8089.0,2012
A,ITD58,ENR_F,9,2,1A,2013,8310.0,2013
A,ITD58,ENR_F,9,2,1A,2014,8418.0,2014
A,ITD58,ENR_F,9,2,2,2010,414.0,2010
A,ITD58,ENR_F,9,2,2,2011,425.0,2011
A,ITD58,ENR_F,9,2,2,2012,427.0,2012
A,ITD58,ENR_F,9,2,2,2013,419.0,2013
A,ITD58,ENR_F,9,2,2,2014,380.0,2014
A,ITD58,ENR_F,9,2,9,2010,8249.0,2010
A,ITD58,ENR_F,9,2,9,2011,8412.0,2011
A,ITD58,ENR_F,9,2,9,2012,8516.0,2012
A,ITD58,ENR_F,9,2,9,2013,8729.0,2013
A,ITD58,ENR_F,9,2,9,2014,8798.0,2014
A,ITD58,REP,9,2,1,2010,13.0,2010
A,ITD58,REP,9,2,1,2011,24.0,2011
A,ITD58,REP,9,2,1,2012,40.0,2012
A,ITD58,REP,9,2,1,2013,34.0,2013
A,ITD58,REP,9,2,1,2014,39.0,2014
A,ITD58,REP,9,2,1A,2010,13.0,2010
A,ITD58,REP,9,2,1A,2011,24.0,2011
A,ITD58,REP,9,2,1A,2012,40.0,2012
A,ITD58,REP,9,2,1A,2013,34.0,2013
A,ITD58,REP,9,2,1A,2014,39.0,2014
A,ITD58,REP,9,2,2,2010,0.0,2010
A,ITD58,REP,9,2,2,2011,1.0,2011
A,ITD58,REP,9,2,2,2012,1.0,2012
A,ITD58,REP,9,2,2,2013,0.0,2013
A,ITD58,REP,9,2,2,2014,0.0,2014
A,ITD58,REP,9,2,9,2010,13.0,2010
A,ITD58,REP,9,2,9,2011,25.0,2011
A,ITD58,REP,9,2,9,2012,41.0,2012
A,ITD58,REP,9,2,9,2013,34.0,2013
A,ITD58,REP,9,2,9,2014,39.0,2014
A,ITD58,REP_F,9,2,1,2010,4.0,2010
A,ITD58,REP_F,9,2,1,2011,12.0,2011
A,ITD58,REP_F,9,2,1,2012,14.0,2012
A,ITD58,REP_F,9,2,1,2013,11.0,2013
A,ITD58,REP_F,9,2,1,2014,19.0,2014
A,ITD58,REP_F,9,2,1A,2010,4.0,2010
A,ITD58,REP_F,9,2,1A,2011,12.0,2011
A,ITD58,REP_F,9,2,1A,2012,14.0,2012
A,ITD58,REP_F,9,2,1A,2013,11.0,2013
A,ITD58,REP_F,9,2,1A,2014,19.0,2014
A,ITD58,REP_F,9,2,2,2010,0.0,2010
A,ITD58,REP_F,9,2,2,2011,0.0,2011
A,ITD58,REP_F,9,2,2,2012,0.0,2012
A,ITD58,REP_F,9,2,2,2013,0.0,2013
A,ITD58,REP_F,9,2,2,2014,0.0,2014
A,ITD58,REP_F,9,2,9,2010,4.0,2010
A,ITD58,REP_F,9,2,9,2011,12.0,2011
A,ITD58,REP_F,9,2,9,2012,14.0,2012
A,ITD58,REP_F,9,2,9,2013,11.0,2013
A,ITD58,REP_F,9,2,9,2014,19.0,2014
A,ITD58,FOR_ST,9,2,1,2010,2224.0,2010
A,ITD58,FOR_ST,9,2,1,2011,2321.0,2011
A,ITD58,FOR_ST,9,2,1,2012,2529.0,2012
A,ITD58,FOR_ST,9,2,1,2013,2580.0,2013
A,ITD58,FOR_ST,9,2,1,2014,2683.0,2014
A,ITD58,FOR_ST,9,2,1A,2010,2224.0,2010
A,ITD58,FOR_ST,9,2,1A,2011,2321.0,2011
A,ITD58,FOR_ST,9,2,1A,2012,2529.0,2012
A,ITD58,FOR_ST,9,2,1A,2013,2580.0,2013
A,ITD58,FOR_ST,9,2,1A,2014,2683.0,2014
A,ITD58,FOR_ST,9,2,2,2010,33.0,2010
A,ITD58,FOR_ST,9,2,2,2011,27.0,2011
A,ITD58,FOR_ST,9,2,2,2012,30.0,2012
A,ITD58,FOR_ST,9,2,2,2013,31.0,2013
A,ITD58,FOR_ST,9,2,2,2014,26.0,2014
A,ITD58,FOR_ST,9,2,9,2010,2257.0,2010
A,ITD58,FOR_ST,9,2,9,2011,2348.0,2011
A,ITD58,FOR_ST,9,2,9,2012,2559.0,2012
A,ITD58,FOR_ST,9,2,9,2013,2611.0,2013
A,ITD58,FOR_ST,9,2,9,2014,2709.0,2014
A,ITD58,FOR_ST_F,9,2,1,2010,1046.0,2010
A,ITD58,FOR_ST_F,9,2,1,2011,1112.0,2011
A,ITD58,FOR_ST_F,9,2,1,2012,1177.0,2012
A,ITD58,FOR_ST_F,9,2,1,2013,1273.0,2013
A,ITD58,FOR_ST_F,9,2,1,2014,1328.0,2014
A,ITD58,FOR_ST_F,9,2,1A,2010,1046.0,2010
A,ITD58,FOR_ST_F,9,2,1A,2011,1112.0,2011
A,ITD58,FOR_ST_F,9,2,1A,2012,1177.0,2012
A,ITD58,FOR_ST_F,9,2,1A,2013,1273.0,2013
A,ITD58,FOR_ST_F,9,2,1A,2014,1328.0,2014
A,ITD58,FOR_ST_F,9,2,2,2010,17.0,2010
A,ITD58,FOR_ST_F,9,2,2,2011,14.0,2011
A,ITD58,FOR_ST_F,9,2,2,2012,14.0,2012
A,ITD58,FOR_ST_F,9,2,2,2013,18.0,2013
A,ITD58,FOR_ST_F,9,2,2,2014,16.0,2014
A,ITD58,FOR_ST_F,9,2,9,2010,1063.0,2010
A,ITD58,FOR_ST_F,9,2,9,2011,1126.0,2011
A,ITD58,FOR_ST_F,9,2,9,2012,1191.0,2012
A,ITD58,FOR_ST_F,9,2,9,2013,1291.0,2013
A,ITD58,FOR_ST_F,9,2,9,2014,1344.0,2014
A,ITD59,SCH,9,2,1,2010,84.0,2010
A,ITD59,SCH,9,2,1,2011,84.0,2011
A,ITD59,SCH,9,2,1,2012,84.0,2012
A,ITD59,SCH,9,2,1,2013,83.0,2013
A,ITD59,SCH,9,2,1,2014,83.0,2014
A,ITD59,SCH,9,2,1A,2010,84.0,2010
A,ITD59,SCH,9,2,1A,2011,84.0,2011
A,ITD59,SCH,9,2,1A,2012,84.0,2012
A,ITD59,SCH,9,2,1A,2013,83.0,2013
A,ITD59,SCH,9,2,1A,2014,83.0,2014
A,ITD59,SCH,9,2,2,2010,9.0,2010
A,ITD59,SCH,9,2,2,2011,9.0,2011
A,ITD59,SCH,9,2,2,2012,9.0,2012
A,ITD59,SCH,9,2,2,2013,9.0,2013
A,ITD59,SCH,9,2,2,2014,9.0,2014
A,ITD59,SCH,9,2,9,2010,93.0,2010
A,ITD59,SCH,9,2,9,2011,93.0,2011
A,ITD59,SCH,9,2,9,2012,93.0,2012
A,ITD59,SCH,9,2,9,2013,92.0,2013
A,ITD59,SCH,9,2,9,2014,92.0,2014
A,ITD59,CLSS,9,2,1,2010,677.0,2010
A,ITD59,CLSS,9,2,1,2011,672.0,2011
A,ITD59,CLSS,9,2,1,2012,671.0,2012
A,ITD59,CLSS,9,2,1,2013,669.0,2013
A,ITD59,CLSS,9,2,1,2014,676.0,2014
A,ITD59,CLSS,9,2,1A,2010,677.0,2010
A,ITD59,CLSS,9,2,1A,2011,672.0,2011
A,ITD59,CLSS,9,2,1A,2012,671.0,2012
A,ITD59,CLSS,9,2,1A,2013,669.0,2013
A,ITD59,CLSS,9,2,1A,2014,676.0,2014
A,ITD59,CLSS,9,2,2,2010,79.0,2010
A,ITD59,CLSS,9,2,2,2011,80.0,2011
A,ITD59,CLSS,9,2,2,2012,81.0,2012
A,ITD59,CLSS,9,2,2,2013,74.0,2013
A,ITD59,CLSS,9,2,2,2014,81.0,2014
A,ITD59,CLSS,9,2,9,2010,756.0,2010
A,ITD59,CLSS,9,2,9,2011,752.0,2011
A,ITD59,CLSS,9,2,9,2012,752.0,2012
A,ITD59,CLSS,9,2,9,2013,743.0,2013
A,ITD59,CLSS,9,2,9,2014,757.0,2014
A,ITD59,ENR,9,2,1,2010,13562.0,2010
A,ITD59,ENR,9,2,1,2011,13518.0,2011
A,ITD59,ENR,9,2,1,2012,13544.0,2012
A,ITD59,ENR,9,2,1,2013,13698.0,2013
A,ITD59,ENR,9,2,1,2014,13946.0,2014
A,ITD59,ENR,9,2,1A,2010,13562.0,2010
A,ITD59,ENR,9,2,1A,2011,13518.0,2011
A,ITD59,ENR,9,2,1A,2012,13544.0,2012
A,ITD59,ENR,9,2,1A,2013,13698.0,2013
A,ITD59,ENR,9,2,1A,2014,13946.0,2014
A,ITD59,ENR,9,2,2,2010,1745.0,2010
A,ITD59,ENR,9,2,2,2011,1763.0,2011
A,ITD59,ENR,9,2,2,2012,1787.0,2012
A,ITD59,ENR,9,2,2,2013,1603.0,2013
A,ITD59,ENR,9,2,2,2014,1728.0,2014
A,ITD59,ENR,9,2,9,2010,15307.0,2010
A,ITD59,ENR,9,2,9,2011,15281.0,2011
A,ITD59,ENR,9,2,9,2012,15331.0,2012
A,ITD59,ENR,9,2,9,2013,15301.0,2013
A,ITD59,ENR,9,2,9,2014,15674.0,2014
A,ITD59,ENR_F,9,2,1,2010,6624.0,2010
A,ITD59,ENR_F,9,2,1,2011,6633.0,2011
A,ITD59,ENR_F,9,2,1,2012,6640.0,2012
A,ITD59,ENR_F,9,2,1,2013,6663.0,2013
A,ITD59,ENR_F,9,2,1,2014,6771.0,2014
A,ITD59,ENR_F,9,2,1A,2010,6624.0,2010
A,ITD59,ENR_F,9,2,1A,2011,6633.0,2011
A,ITD59,ENR_F,9,2,1A,2012,6640.0,2012
A,ITD59,ENR_F,9,2,1A,2013,6663.0,2013
A,ITD59,ENR_F,9,2,1A,2014,6771.0,2014
A,ITD59,ENR_F,9,2,2,2010,852.0,2010
A,ITD59,ENR_F,9,2,2,2011,871.0,2011
A,ITD59,ENR_F,9,2,2,2012,879.0,2012
A,ITD59,ENR_F,9,2,2,2013,797.0,2013
A,ITD59,ENR_F,9,2,2,2014,838.0,2014
A,ITD59,ENR_F,9,2,9,2010,7476.0,2010
A,ITD59,ENR_F,9,2,9,2011,7504.0,2011
A,ITD59,ENR_F,9,2,9,2012,7519.0,2012
A,ITD59,ENR_F,9,2,9,2013,7460.0,2013
A,ITD59,ENR_F,9,2,9,2014,7609.0,2014
A,ITD59,REP,9,2,1,2010,14.0,2010
A,ITD59,REP,9,2,1,2011,22.0,2011
A,ITD59,REP,9,2,1,2012,18.0,2012
A,ITD59,REP,9,2,1,2013,20.0,2013
A,ITD59,REP,9,2,1,2014,14.0,2014
A,ITD59,REP,9,2,1A,2010,14.0,2010
A,ITD59,REP,9,2,1A,2011,22.0,2011
A,ITD59,REP,9,2,1A,2012,18.0,2012
A,ITD59,REP,9,2,1A,2013,20.0,2013
A,ITD59,REP,9,2,1A,2014,14.0,2014
A,ITD59,REP,9,2,2,2010,0.0,2010
A,ITD59,REP,9,2,2,2011,1.0,2011
A,ITD59,REP,9,2,2,2012,4.0,2012
A,ITD59,REP,9,2,2,2013,0.0,2013
A,ITD59,REP,9,2,2,2014,0.0,2014
A,ITD59,REP,9,2,9,2010,14.0,2010
A,ITD59,REP,9,2,9,2011,23.0,2011
A,ITD59,REP,9,2,9,2012,22.0,2012
A,ITD59,REP,9,2,9,2013,20.0,2013
A,ITD59,REP,9,2,9,2014,14.0,2014
A,ITD59,REP_F,9,2,1,2010,4.0,2010
A,ITD59,REP_F,9,2,1,2011,13.0,2011
A,ITD59,REP_F,9,2,1,2012,8.0,2012
A,ITD59,REP_F,9,2,1,2013,8.0,2013
A,ITD59,REP_F,9,2,1,2014,6.0,2014
A,ITD59,REP_F,9,2,1A,2010,4.0,2010
A,ITD59,REP_F,9,2,1A,2011,13.0,2011
A,ITD59,REP_F,9,2,1A,2012,8.0,2012
A,ITD59,REP_F,9,2,1A,2013,8.0,2013
A,ITD59,REP_F,9,2,1A,2014,6.0,2014
A,ITD59,REP_F,9,2,2,2010,0.0,2010
A,ITD59,REP_F,9,2,2,2011,1.0,2011
A,ITD59,REP_F,9,2,2,2012,0.0,2012
A,ITD59,REP_F,9,2,2,2013,0.0,2013
A,ITD59,REP_F,9,2,2,2014,0.0,2014
A,ITD59,REP_F,9,2,9,2010,4.0,2010
A,ITD59,REP_F,9,2,9,2011,14.0,2011
A,ITD59,REP_F,9,2,9,2012,8.0,2012
A,ITD59,REP_F,9,2,9,2013,8.0,2013
A,ITD59,REP_F,9,2,9,2014,6.0,2014
A,ITD59,FOR_ST,9,2,1,2010,1606.0,2010
A,ITD59,FOR_ST,9,2,1,2011,1653.0,2011
A,ITD59,FOR_ST,9,2,1,2012,1690.0,2012
A,ITD59,FOR_ST,9,2,1,2013,1747.0,2013
A,ITD59,FOR_ST,9,2,1,2014,1786.0,2014
A,ITD59,FOR_ST,9,2,1A,2010,1606.0,2010
A,ITD59,FOR_ST,9,2,1A,2011,1653.0,2011
A,ITD59,FOR_ST,9,2,1A,2012,1690.0,2012
A,ITD59,FOR_ST,9,2,1A,2013,1747.0,2013
A,ITD59,FOR_ST,9,2,1A,2014,1786.0,2014
A,ITD59,FOR_ST,9,2,2,2010,68.0,2010
A,ITD59,FOR_ST,9,2,2,2011,61.0,2011
A,ITD59,FOR_ST,9,2,2,2012,68.0,2012
A,ITD59,FOR_ST,9,2,2,2013,54.0,2013
A,ITD59,FOR_ST,9,2,2,2014,47.0,2014
A,ITD59,FOR_ST,9,2,9,2010,1674.0,2010
A,ITD59,FOR_ST,9,2,9,2011,1714.0,2011
A,ITD59,FOR_ST,9,2,9,2012,1758.0,2012
A,ITD59,FOR_ST,9,2,9,2013,1801.0,2013
A,ITD59,FOR_ST,9,2,9,2014,1833.0,2014
A,ITD59,FOR_ST_F,9,2,1,2010,798.0,2010
A,ITD59,FOR_ST_F,9,2,1,2011,816.0,2011
A,ITD59,FOR_ST_F,9,2,1,2012,830.0,2012
A,ITD59,FOR_ST_F,9,2,1,2013,854.0,2013
A,ITD59,FOR_ST_F,9,2,1,2014,869.0,2014
A,ITD59,FOR_ST_F,9,2,1A,2010,798.0,2010
A,ITD59,FOR_ST_F,9,2,1A,2011,816.0,2011
A,ITD59,FOR_ST_F,9,2,1A,2012,830.0,2012
A,ITD59,FOR_ST_F,9,2,1A,2013,854.0,2013
A,ITD59,FOR_ST_F,9,2,1A,2014,869.0,2014
A,ITD59,FOR_ST_F,9,2,2,2010,28.0,2010
A,ITD59,FOR_ST_F,9,2,2,2011,24.0,2011
A,ITD59,FOR_ST_F,9,2,2,2012,29.0,2012
A,ITD59,FOR_ST_F,9,2,2,2013,23.0,2013
A,ITD59,FOR_ST_F,9,2,2,2014,22.0,2014
A,ITD59,FOR_ST_F,9,2,9,2010,826.0,2010
A,ITD59,FOR_ST_F,9,2,9,2011,840.0,2011
A,ITD59,FOR_ST_F,9,2,9,2012,859.0,2012
A,ITD59,FOR_ST_F,9,2,9,2013,877.0,2013
A,ITD59,FOR_ST_F,9,2,9,2014,891.0,2014
A,ITDA,SCH,9,2,1,2010,548.0,2010
A,ITDA,SCH,9,2,1,2011,546.0,2011
A,ITDA,SCH,9,2,1,2012,540.0,2012
A,ITDA,SCH,9,2,1,2013,539.0,2013
A,ITDA,SCH,9,2,1,2014,215.0,2014
A,ITDA,SCH,9,2,1B,2010,548.0,2010
A,ITDA,SCH,9,2,1B,2011,546.0,2011
A,ITDA,SCH,9,2,1B,2012,540.0,2012
A,ITDA,SCH,9,2,1B,2013,539.0,2013
A,ITDA,SCH,9,2,1B,2014,215.0,2014
A,ITDA,SCH,9,2,2,2010,11.0,2010
A,ITDA,SCH,9,2,2,2011,9.0,2011
A,ITDA,SCH,9,2,2,2012,12.0,2012
A,ITDA,SCH,9,2,2,2013,12.0,2013
A,ITDA,SCH,9,2,2,2014,9.0,2014
A,ITDA,SCH,9,2,9,2010,559.0,2010
A,ITDA,SCH,9,2,9,2011,555.0,2011
A,ITDA,SCH,9,2,9,2012,552.0,2012
A,ITDA,SCH,9,2,9,2013,551.0,2013
A,ITDA,SCH,9,2,9,2014,224.0,2014
A,ITDA,CLSS,9,2,1,2010,3252.0,2010
A,ITDA,CLSS,9,2,1,2011,3285.0,2011
A,ITDA,CLSS,9,2,1,2012,3252.0,2012
A,ITDA,CLSS,9,2,1,2013,3259.0,2013
A,ITDA,CLSS,9,2,1,2014,1447.0,2014
A,ITDA,CLSS,9,2,1B,2010,3252.0,2010
A,ITDA,CLSS,9,2,1B,2011,3285.0,2011
A,ITDA,CLSS,9,2,1B,2012,3252.0,2012
A,ITDA,CLSS,9,2,1B,2013,3259.0,2013
A,ITDA,CLSS,9,2,1B,2014,1447.0,2014
A,ITDA,CLSS,9,2,2,2010,72.0,2010
A,ITDA,CLSS,9,2,2,2011,56.0,2011
A,ITDA,CLSS,9,2,2,2012,80.0,2012
A,ITDA,CLSS,9,2,2,2013,78.0,2013
A,ITDA,CLSS,9,2,2,2014,60.0,2014
A,ITDA,CLSS,9,2,9,2010,3324.0,2010
A,ITDA,CLSS,9,2,9,2011,3341.0,2011
A,ITDA,CLSS,9,2,9,2012,3332.0,2012
A,ITDA,CLSS,9,2,9,2013,3337.0,2013
A,ITDA,CLSS,9,2,9,2014,1507.0,2014
A,ITDA,ENR,9,2,1,2010,52840.0,2010
A,ITDA,ENR,9,2,1,2011,53458.0,2011
A,ITDA,ENR,9,2,1,2012,53069.0,2012
A,ITDA,ENR,9,2,1,2013,53068.0,2013
A,ITDA,ENR,9,2,1,2014,25785.0,2014
A,ITDA,ENR,9,2,1B,2010,52840.0,2010
A,ITDA,ENR,9,2,1B,2011,53458.0,2011
A,ITDA,ENR,9,2,1B,2012,53069.0,2012
A,ITDA,ENR,9,2,1B,2013,53068.0,2013
A,ITDA,ENR,9,2,1B,2014,25785.0,2014
A,ITDA,ENR,9,2,2,2010,1529.0,2010
A,ITDA,ENR,9,2,2,2011,1216.0,2011
A,ITDA,ENR,9,2,2,2012,1617.0,2012
A,ITDA,ENR,9,2,2,2013,1574.0,2013
A,ITDA,ENR,9,2,2,2014,1243.0,2014
A,ITDA,ENR,9,2,9,2010,54369.0,2010
A,ITDA,ENR,9,2,9,2011,54674.0,2011
A,ITDA,ENR,9,2,9,2012,54686.0,2012
A,ITDA,ENR,9,2,9,2013,54642.0,2013
A,ITDA,ENR,9,2,9,2014,27028.0,2014
A,ITDA,ENR_F,9,2,1,2010,25612.0,2010
A,ITDA,ENR_F,9,2,1,2011,25893.0,2011
A,ITDA,ENR_F,9,2,1,2012,25559.0,2012
A,ITDA,ENR_F,9,2,1,2013,25621.0,2013
A,ITDA,ENR_F,9,2,1,2014,12475.0,2014
A,ITDA,ENR_F,9,2,1B,2010,25612.0,2010
A,ITDA,ENR_F,9,2,1B,2011,25893.0,2011
A,ITDA,ENR_F,9,2,1B,2012,25559.0,2012
A,ITDA,ENR_F,9,2,1B,2013,25621.0,2013
A,ITDA,ENR_F,9,2,1B,2014,12475.0,2014
A,ITDA,ENR_F,9,2,2,2010,728.0,2010
A,ITDA,ENR_F,9,2,2,2011,590.0,2011
A,ITDA,ENR_F,9,2,2,2012,793.0,2012
A,ITDA,ENR_F,9,2,2,2013,747.0,2013
A,ITDA,ENR_F,9,2,2,2014,582.0,2014
A,ITDA,ENR_F,9,2,9,2010,26340.0,2010
A,ITDA,ENR_F,9,2,9,2011,26483.0,2011
A,ITDA,ENR_F,9,2,9,2012,26352.0,2012
A,ITDA,ENR_F,9,2,9,2013,26368.0,2013
A,ITDA,ENR_F,9,2,9,2014,13057.0,2014
A,ITDA,REP,9,2,1,2010,170.0,2010
A,ITDA,REP,9,2,1,2011,124.0,2011
A,ITDA,REP,9,2,1,2012,152.0,2012
A,ITDA,REP,9,2,1,2013,113.0,2013
A,ITDA,REP,9,2,1,2014,52.0,2014
A,ITDA,REP,9,2,1B,2010,170.0,2010
A,ITDA,REP,9,2,1B,2011,124.0,2011
A,ITDA,REP,9,2,1B,2012,152.0,2012
A,ITDA,REP,9,2,1B,2013,113.0,2013
A,ITDA,REP,9,2,1B,2014,52.0,2014
A,ITDA,REP,9,2,2,2010,1.0,2010
A,ITDA,REP,9,2,2,2011,6.0,2011
A,ITDA,REP,9,2,2,2012,10.0,2012
A,ITDA,REP,9,2,2,2013,1.0,2013
A,ITDA,REP,9,2,2,2014,4.0,2014
A,ITDA,REP,9,2,9,2010,171.0,2010
A,ITDA,REP,9,2,9,2011,130.0,2011
A,ITDA,REP,9,2,9,2012,162.0,2012
A,ITDA,REP,9,2,9,2013,114.0,2013
A,ITDA,REP,9,2,9,2014,56.0,2014
A,ITDA,REP_F,9,2,1,2010,52.0,2010
A,ITDA,REP_F,9,2,1,2011,42.0,2011
A,ITDA,REP_F,9,2,1,2012,52.0,2012
A,ITDA,REP_F,9,2,1,2013,38.0,2013
A,ITDA,REP_F,9,2,1,2014,23.0,2014
A,ITDA,REP_F,9,2,1B,2010,52.0,2010
A,ITDA,REP_F,9,2,1B,2011,42.0,2011
A,ITDA,REP_F,9,2,1B,2012,52.0,2012
A,ITDA,REP_F,9,2,1B,2013,38.0,2013
A,ITDA,REP_F,9,2,1B,2014,23.0,2014
A,ITDA,REP_F,9,2,2,2010,1.0,2010
A,ITDA,REP_F,9,2,2,2011,0.0,2011
A,ITDA,REP_F,9,2,2,2012,4.0,2012
A,ITDA,REP_F,9,2,2,2013,1.0,2013
A,ITDA,REP_F,9,2,2,2014,0.0,2014
A,ITDA,REP_F,9,2,9,2010,53.0,2010
A,ITDA,REP_F,9,2,9,2011,42.0,2011
A,ITDA,REP_F,9,2,9,2012,56.0,2012
A,ITDA,REP_F,9,2,9,2013,39.0,2013
A,ITDA,REP_F,9,2,9,2014,23.0,2014
A,ITDA,FOR_ST,9,2,1,2010,5111.0,2010
A,ITDA,FOR_ST,9,2,1,2011,5502.0,2011
A,ITDA,FOR_ST,9,2,1,2012,5922.0,2012
A,ITDA,FOR_ST,9,2,1,2013,6128.0,2013
A,ITDA,FOR_ST,9,2,1,2014,3406.0,2014
A,ITDA,FOR_ST,9,2,1B,2010,5111.0,2010
A,ITDA,FOR_ST,9,2,1B,2011,5502.0,2011
A,ITDA,FOR_ST,9,2,1B,2012,5922.0,2012
A,ITDA,FOR_ST,9,2,1B,2013,6128.0,2013
A,ITDA,FOR_ST,9,2,1B,2014,3406.0,2014
A,ITDA,FOR_ST,9,2,2,2010,18.0,2010
A,ITDA,FOR_ST,9,2,2,2011,22.0,2011
A,ITDA,FOR_ST,9,2,2,2012,21.0,2012
A,ITDA,FOR_ST,9,2,2,2013,23.0,2013
A,ITDA,FOR_ST,9,2,2,2014,17.0,2014
A,ITDA,FOR_ST,9,2,9,2010,5129.0,2010
A,ITDA,FOR_ST,9,2,9,2011,5524.0,2011
A,ITDA,FOR_ST,9,2,9,2012,5943.0,2012
A,ITDA,FOR_ST,9,2,9,2013,6151.0,2013
A,ITDA,FOR_ST,9,2,9,2014,3423.0,2014
A,ITDA,FOR_ST_F,9,2,1,2010,2378.0,2010
A,ITDA,FOR_ST_F,9,2,1,2011,2554.0,2011
