DATA;COD_Ateneo;NOME_ATENEO;CODICE_STRUTTURA;DESCRIZIONE_STRUTTURA;NUMERO_STRUTTURE;POSTI_DISPONIBILI
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01508;Milano - Università Vita-Salute San Raffaele;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;01 ;Mense;0;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01509;Milano-Bicocca - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;01 ;Mense;1;470
01/11/2024;01510;Rozzano (MI) - Humanitas University;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;240
01/11/2024;01510;Rozzano (MI) - Humanitas University;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;184
01/11/2024;01510;Rozzano (MI) - Humanitas University;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01510;Rozzano (MI) - Humanitas University;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01601;Bergamo - Università degli studi;01 ;Mense;0;0
01/11/2024;01601;Bergamo - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01601;Bergamo - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01601;Bergamo - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01601;Bergamo - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01601;Bergamo - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01601;Bergamo - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01601;Bergamo - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01601;Bergamo - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01601;Bergamo - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01601;Bergamo - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01701;Brescia - Università degli studi;01 ;Mense;0;0
01/11/2024;01701;Brescia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01701;Brescia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01701;Brescia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01701;Brescia - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01701;Brescia - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01701;Brescia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01701;Brescia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01701;Brescia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01701;Brescia - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01701;Brescia - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01801;Pavia - Università degli studi;01 ;Mense;0;0
01/11/2024;01801;Pavia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01801;Pavia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01801;Pavia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01801;Pavia - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01801;Pavia - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01801;Pavia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01801;Pavia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01801;Pavia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01801;Pavia - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01801;Pavia - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;01 ;Mense;0;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;01802;Pavia - Istituto universitario di studi superiori;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;02101;Bolzano - Libera Università;01 ;Mense;0;0
01/11/2024;02101;Bolzano - Libera Università;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;02101;Bolzano - Libera Università;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;02101;Bolzano - Libera Università;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;02101;Bolzano - Libera Università;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;02101;Bolzano - Libera Università;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;02101;Bolzano - Libera Università;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;02101;Bolzano - Libera Università;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;02101;Bolzano - Libera Università;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;02101;Bolzano - Libera Università;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;02101;Bolzano - Libera Università;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;02201;Trento - Università degli studi;01 ;Mense;0;0
01/11/2024;02201;Trento - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);1;107
01/11/2024;02201;Trento - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;73
01/11/2024;02201;Trento - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;02201;Trento - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;02201;Trento - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;02201;Trento - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;02201;Trento - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;02201;Trento - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;02201;Trento - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
